x,y,yaw,s,km,kf
25.040624960161423,9.956781577401708,0.5252395961316658,27.641194908523477,0.04115083532669911,-0.05054407239730676
9.980172344087242,11.981944953180841,0.5354924711458446,17.764377273124804,0.14616069587267325,-0.40115138946106776
15.031707905116138,12.011530784459548,0.5157261778129962,20.745000892047738,0.09702857854817082,-0.23797199801951346
20.05384921212195,12.026216627119606,0.5153884987125101,24.51301394048711,0.06601543941341542,-0.1366653093237527
25.04326204059142,12.019946808479817,0.5198699857547879,28.743066226897657,0.04671545692054697,-0.0782740122577772
10.005005976167096,13.993516346269931,0.5249997047973469,20.063732124124442,0.14007166951362482,-0.39994549637994103
15.013469777117392,13.998572375088132,0.5211760827701171,22.59129906149567,0.09891961343775733,-0.2590944695175613
19.980150236409695,13.98233838451409,0.5278966095736082,25.97168591550325,0.07029833263412807,-0.159932995131971
25.009669110020372,14.00075123664379,0.5227555344229668,29.94907137499145,0.051061140633337575,-0.09952052168406852
9.996712859814979,15.986637217372996,0.5301458018536311,22.47478825250167,0.1329741433122606,-0.38823042580907063
15.02373126750475,16.00384009060485,0.5182833077581037,24.557463511123007,0.09894915827937602,-0.2683601053285124
20.023756339113735,16.004847752803656,0.5197401980953318,27.66926030289115,0.07275720314277462,-0.17881199137139087
25.015003771679133,16.002919774604504,0.5219791758565733,31.36524983655212,0.05429827198598212,-0.11766440355003534
10.078596822781892,18.025309925487992,0.49768408992179225,25.02580432036455,0.1252233187334947,-0.3747545825918585
15.00196847329324,17.988033772017435,0.5262415135796332,26.676254736176237,0.09746306394892051,-0.27167606206451517
20.02604706241323,18.00445752595141,0.5193568548054022,29.442158339897606,0.07417227896231095,-0.1901582849600138
24.984711558393464,17.982744830235024,0.5266809346220631,32.85582870008311,0.056753082297990615,-0.13090299334069452
9.999999973554228,8.906672256498078e-05,-0.00024912926939091307,9.993250237275609,1.9794429093204823e-06,-0.00016167063578544257
14.999999988951053,0.00030609885737521806,-9.259737492994802e-05,14.939586274030715,4.0661619822340205e-06,-5.3230908443297614e-05
19.999999963637627,0.0008196433029304879,-0.00010277758318455454,19.985770355960977,6.0902800817987275e-06,-5.581407356116362e-05
24.999999906323,0.001558015443394581,-0.0001252423879458675,24.925430653319882,7.508303551937611e-06,-5.98269885073166e-05
9.93201732790474,1.9700581591656137,-0.006606314895513332,10.162504970113101,0.05795554613825414,-0.2359478045935493
15.017121844754504,2.000131018972639,-0.001958259181754851,15.130494387563031,0.026367577418638183,-0.10529363184139812
19.96269758960006,2.000382363481738,0.0021983556339679744,20.055058569558643,0.014972854970102444,-0.05929985120222009
24.990093248087035,2.0008914594513647,0.0003319006512292333,25.020899019312747,0.009609456446194334,-0.03808543941908439
9.942924437331126,3.9434423219621073,-0.047789349898090805,10.916318098481405,0.10417074854184473,-0.42509733550937057
14.976393375378988,3.9987876606083548,0.004653465622298736,15.698267783414929,0.04981535482126712,-0.2002716217305207
19.954160472557877,4.000101578371634,0.0053292950039418585,20.459066225465484,0.02905576509783228,-0.11479451096219842
25.06247590490118,3.9997579161047643,-0.00486183691237807,25.40723367563786,0.01874893916371208,-0.07533000027879669
9.974854017566281,5.998183884411291,0.01394025812352817,12.27808815775426,0.13163310345287574,-0.5111693653344966
14.99829771854158,5.999020207860261,0.0007330116466719439,16.57520987140954,0.06880393034208838,-0.27508456151767746
19.98389776689381,5.999506195067486,0.00277006072720809,21.176905902773974,0.041315472306093684,-0.16522528631962866
25.022089217041394,5.998166050230614,-0.002551136444779001,25.974625009044832,0.02718132258204399,-0.10978755041013996
9.940106683734614,7.99448983539684,0.03735909486314526,13.864600506318645,0.14554135993596395,-0.5498471044599721
15.015405965817799,7.996301502316836,-0.004430455799699917,17.779484729664635,0.0823453479680583,-0.33001983333333346
19.965919061860344,7.998456498324765,0.007329273156821969,22.06651012679071,0.05178054118886438,-0.2050708832383088
24.97580637673196,7.998036396987909,0.0034859866489540536,26.699711792661176,0.03478260921646509,-0.13959734880932395
10.003237328881212,9.994037173180942,-0.002542633641336778,15.800576175296408,0.1482242831571022,-0.5606578442626601
14.95848212484296,9.995827033229734,0.016804720248821514,19.196358684176374,0.09159937492256157,-0.36104978775268337
20.018365340632478,9.997789133099968,-0.0038804053125245375,23.259977677838535,0.059671798365653596,-0.23873172503708362
25.034844162753323,9.996613275552003,-0.005490232481426105,27.647073656497902,0.04122997694830436,-0.1654818274276207
10.041413516307436,11.988808245039152,-0.015743247245750158,18.0174427655263,0.14424296158815444,-0.5545987939832356
15.071060853662795,11.993636485613402,-0.02523584405272361,20.92474299071295,0.09607743599098101,-0.38199459745149345
20.061838597733104,11.995243972143642,-0.01532543831121469,24.630908237808466,0.06556771814265565,-0.2626353022718592
24.90813949494271,11.99592968123353,0.01760171116909337,28.698639704013633,0.046810556161519135,-0.1847353186190131
10.005191819464756,13.97797567430312,0.018961636911005275,20.358534835690133,0.13825179056925302,-0.5307789523538471
14.978392340358935,13.991362718235845,0.012411272386132932,22.75541965827406,0.09846229550309978,-0.384477881209589
20.015767113356517,13.992558840024959,-0.0022050369516186663,26.184209987784595,0.06961025144239416,-0.27864946681638925
25.013184404424397,13.99425825579318,-0.001623999844935664,30.091243935136557,0.050710436138037114,-0.2038765828365975
10.038844117562423,15.966797017942504,0.016384527088525225,22.88736140380268,0.13044436631301143,-0.5070826347325453
14.918982458905651,15.984279670640532,0.037840813068417134,24.796728185207645,0.09830913950807806,-0.3820797407185411
19.999487117727806,15.99041117221354,0.003482322568894247,27.88167642697291,0.07220430103630003,-0.2873083396987488
25.056418472201745,15.995103453935718,-0.011257522827092803,31.502386945952804,0.05406499488342866,-0.2152629603573791
10.076107447676621,17.952889979512353,0.017798231103724138,25.454959881832874,0.1231232463335769,-0.47600174850950705
15.032725028551859,17.97801528676036,0.002075280467020768,27.089888269358834,0.0959021954277331,-0.38014655154623844
20.035447562405512,17.986857901697682,-0.005300968094159142,29.75070206477726,0.07340450527104526,-0.2918275772538201
24.960019173190652,17.98909417109214,0.011594018486182023,33.09956806415246,0.05634561447882436,-0.22402297280749428
